,Total_Experience,Relevant_experience,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,PG_Specialization,PHD_Specialization,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Certifications,International_degree_any,Expected_CTC
22384,5,0,Analytics/BI,Analyst,BFSI,F,Manager,PG,Sociology,Sociology,Did not do PHD,1325823,0,A,1,0,0,1792512
22385,16,13,Engineering,Analyst,Telecom,C,Others,PG,Sociology,Sociology,Did not do PHD,3646936,1,Key_Performer,4,0,0,4813955
22387,14,3,Banking,Sales Execituve,Insurance,H,Others,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1181246,0,C,2,0,0,1358432
22388,12,5,Sales,Business Analyst,Retail,O,Marketing Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1403894,0,A,4,2,0,1754867
22389,7,2,Marketing,Business Analyst,IT,M,Manager,Doctorate,Arts,Arts,Arts,1726716,0,C,6,0,0,2144581
22390,19,5,Engineering,Team Lead,Training,M,Network Engineer,Grad,Mathematics,Mathematics,Did not do PHD,2422774,0,C,2,4,0,2786190
22391,24,14,Education,Others,BFSI,C,Research Analyst,Grad,Sociology,Sociology,Did not do PHD,2364831,0,C,3,3,0,2719555
22392,4,0,Analytics/BI,Others,Retail,I,Data Analyst,Grad,Statistics,Statistics,Did not do PHD,566220,1,D,6,3,0,666780
22393,4,0,Marketing,Project Manager,Telecom,M,Marketing Manager,Doctorate,Arts,Arts,Arts,1257702,0,A,2,0,0,1765813
22394,17,15,Others,Others,IT,N,Medical Officer,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1937646,0,A,6,3,0,2422057
22395,5,4,Healthcare,Consultant,BFSI,M,Software Developer,Grad,Economics,Economics,Did not do PHD,544885,0,B,1,4,0,681106
22396,19,3,Marketing,Analyst,Automobile,A,Others,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2383047,0,B,6,4,0,2978808
22397,20,19,Sales,Analyst,BFSI,M,Marketing Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1594869,0,D,6,1,0,1834099
22398,23,11,Analytics/BI,Data scientist,IT,D,Product Manager,PG,Statistics,Statistics,Did not do PHD,2779747,1,D,5,1,0,3375724
22399,16,3,Sales,Bio statistician,Others,H,Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2388281,0,B,2,0,0,2985351
22400,22,2,HR,Senior Researcher,Others,G,Manager,PG,Arts,Others,Did not do PHD,2388717,0,C,3,1,0,2856905
22401,16,5,Sales,CEO,IT,D,Sr.Manager,PG,Botony,Botony,Did not do PHD,2431951,0,D,3,2,1,2908613
22402,3,1,Analytics/BI,Data scientist,IT,O,Data Analyst,PG,Mathematics,Mathematics,Did not do PHD,725356,1,A,2,1,0,957469
22403,24,3,HR,Bio statistician,BFSI,A,Research Analyst,Grad,Botony,Botony,Did not do PHD,2436982,0,B,4,2,0,3046227
22405,8,6,Analytics/BI,Senior Researcher,Insurance,I,Product Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,962776,1,Key_Performer,6,5,0,1301673
22406,0,0,Fresher,Fresher,Fresher,Fresher,Fresher,Doctorate,Arts,Arts,Arts,0,0,Fresher,0,0,0,834338
22407,16,15,Healthcare,Bio statistician,Aviation,L,Assistant Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1833274,0,A,3,5,0,2291592
22408,10,0,Top Management,Business Analyst,Training,B,Research Analyst,PG,Zoology,Others,Did not do PHD,1900584,0,Key_Performer,1,1,0,2470759
22409,22,7,Accounts,Project Manager,Training,E,HR,PG,Mathematics,Mathematics,Did not do PHD,1741157,0,D,3,1,0,2082423
22411,0,0,Fresher,Fresher,Fresher,Fresher,Fresher,PG,Statistics,Others,Did not do PHD,0,0,Fresher,0,0,0,612231
22412,10,9,Others,CEO,Retail,N,Director,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1244420,1,C,2,1,1,1488326
22413,4,1,Marketing,Team Lead,Retail,A,Others,Grad,Sociology,Sociology,Did not do PHD,571696,0,B,5,0,0,714620
22414,6,0,Analytics/BI,Project Manager,Training,H,Assistant Manager,Doctorate,Mathematics,Mathematics,Mathematics,1595371,0,A,1,0,0,2239900
22415,1,1,Marketing,Bio statistician,Automobile,J,Software Developer,Grad,Statistics,Statistics,Did not do PHD,590359,1,C,2,2,0,678912
22416,15,3,Others,Bio statistician,Aviation,L,Consultant,Doctorate,Engineering,Engineering,Engineering,2430888,0,C,6,0,0,3019162
22417,8,4,Healthcare,Bio statistician,Insurance,E,Others,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,764081,0,B,3,2,0,955101
22418,11,10,Analytics/BI,Team Lead,Aviation,I,Others,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1509489,0,D,6,1,0,1735912
22419,21,11,IT-Software,Others,Aviation,D,Manager,PG,Chemistry,Others,Did not do PHD,3179871,0,D,6,1,0,3803125
22420,19,10,Marketing,Others,Telecom,K,Sr.Manager,Doctorate,Economics,Others,Botony,3153861,0,A,2,0,0,4257712
22421,13,10,Banking,Sales Manager,FMCG,I,HR,Doctorate,Mathematics,Others,Engineering,2049706,1,Key_Performer,2,0,0,2869588
22422,18,13,Accounts,Consultant,Telecom,H,Software Developer,PG,Chemistry,Chemistry,Did not do PHD,1420988,0,C,5,0,0,1699501
22424,1,1,Sales,Associate,Retail,O,Data Analyst,Doctorate,Zoology,Zoology,Zoology,826263,0,B,2,0,0,1032828
22425,9,1,HR,Sales Manager,Automobile,K,HR,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,912583,1,B,4,2,0,1186357
22426,8,8,Sales,Senior Researcher,FMCG,F,Assistant Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1088583,0,B,6,5,0,1360728
22428,23,14,Top Management,Consultant,Others,A,Software Developer,PG,Mathematics,Mathematics,Did not do PHD,2730813,0,B,5,1,0,3550056
22429,21,11,Analytics/BI,Business Analyst,Automobile,D,Product Manager,Doctorate,Engineering,Engineering,Others,2336616,1,A,4,0,0,3271262
22430,10,6,Top Management,CEO,Aviation,P,HR,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1487739,0,Key_Performer,6,0,1,1859673
22431,0,0,Fresher,Fresher,Fresher,Fresher,Fresher,PG,Zoology,Zoology,Did not do PHD,0,0,Fresher,0,0,0,888848
22432,6,3,Marketing,Financial Analyst,Analytics,H,Manager,PG,Arts,Arts,Did not do PHD,1269935,0,A,1,1,0,1716952
22433,16,0,HR,Team Lead,Analytics,B,HR,Doctorate,Sociology,Sociology,Sociology,3024327,0,C,3,0,0,3756214
22434,15,12,Sales,CEO,BFSI,H,Director,PG,Others,Sociology,Did not do PHD,2124724,0,A,3,1,1,2762141
22435,23,17,Banking,Team Lead,Insurance,K,Software Developer,Grad,Mathematics,Mathematics,Did not do PHD,2505417,0,D,6,0,0,2881229
22436,1,0,Others,Sales Execituve,Telecom,M,Sr.Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,449834,0,B,3,1,0,562292
22437,11,4,HR,Team Lead,Others,D,HR,Grad,Arts,Arts,Did not do PHD,2027613,0,B,6,0,0,2534516
22438,1,1,Engineering,Team Lead,Telecom,E,Assistant Manager,PG,Economics,Economics,Did not do PHD,614483,0,D,1,1,0,723615
22439,18,13,Healthcare,Head,Automobile,J,Research Scientist,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2259711,0,A,2,4,1,2824638
22440,1,0,Others,Analyst,IT,D,Research Analyst,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,414796,0,B,2,0,0,518495
22442,25,13,Healthcare,Consultant,Retail,F,Web Designer,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1730583,0,B,5,1,0,2163228
22443,6,2,Others,Sales Execituve,BFSI,E,Research Analyst,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,651214,0,B,3,0,0,814017
22444,25,14,Sales,Others,Aviation,E,Director,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1688890,0,A,5,2,0,2111112
22446,11,0,HR,Business Analyst,FMCG,M,Others,PG,Chemistry,Chemistry,Did not do PHD,1961945,0,C,3,1,0,2346486
22447,15,3,Others,Project Manager,IT,M,Data Analyst,Grad,Statistics,Statistics,Did not do PHD,1801867,1,Key_Performer,4,2,0,2306389
22448,23,12,Top Management,Project Manager,Training,H,Assistant Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2691746,0,B,4,0,0,3364682
22449,11,3,Marketing,Bio statistician,Automobile,N,Data Analyst,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1659944,0,C,5,0,0,1908935
22450,11,10,Banking,Bio statistician,FMCG,N,Sr.Manager,Doctorate,Zoology,Zoology,Others,2060820,0,D,5,0,0,2559538
22451,25,8,Banking,Head,Retail,J,Sr.Manager,Doctorate,Chemistry,Others,Economics,3837747,0,C,2,0,1,4766481
22452,10,1,Sales,Bio statistician,BFSI,M,Manager,PG,Chemistry,Chemistry,Did not do PHD,1732861,1,A,5,0,0,2287376
22453,5,2,Others,Sales Execituve,Telecom,L,Data Analyst,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,639316,0,B,4,3,0,799145
22454,11,2,Others,Project Manager,Automobile,O,Web Designer,Doctorate,Statistics,Others,Economics,2479881,1,D,2,0,0,3194086
22455,21,8,Engineering,Bio statistician,Retail,J,Consultant,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2084527,0,D,2,0,0,2397206
22456,6,5,Top Management,Bio statistician,IT,F,Consultant,Grad,Others,Arts,Did not do PHD,1144990,1,A,6,0,0,1524210
22457,7,1,Banking,Principal Analyst,IT,M,Sr.Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1099811,0,A,5,0,0,1429754
22459,4,1,IT-Software,Associate,IT,G,HR,Doctorate,Chemistry,Chemistry,Chemistry,972112,0,D,3,0,0,1207363
22460,4,4,Marketing,Team Lead,Training,M,Research Analyst,Grad,Engineering,Engineering,Did not do PHD,624446,0,D,1,1,0,718112
22462,24,5,Engineering,Sales Manager,BFSI,A,Data Analyst,Doctorate,Mathematics,Mathematics,Mathematics,2524254,0,D,3,0,0,3135123
22463,21,3,Accounts,Business Analyst,Analytics,B,HR,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1626486,1,A,4,2,0,2114431
22464,23,11,Top Management,Sales Execituve,Others,P,Network Engineer,PG,Others,Engineering,Did not do PHD,3352864,1,D,5,1,0,4071718
22465,15,7,Banking,Sales Execituve,Analytics,O,HR,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2247794,1,B,4,3,0,2922132
22466,0,0,Fresher,Fresher,Fresher,Fresher,Fresher,Grad,Economics,Economics,Did not do PHD,0,0,Fresher,0,0,0,617760
22467,20,4,Accounts,Sales Manager,FMCG,M,Software Developer,Doctorate,Others,Chemistry,Psychology,2208894,1,B,4,0,0,3092451
22468,7,4,Healthcare,Consultant,Telecom,K,Research Analyst,Doctorate,Others,Mathematics,Sociology,1955169,0,B,1,0,0,2639478
22469,22,3,Analytics/BI,Head,Insurance,M,Data Analyst,Grad,Engineering,Engineering,Did not do PHD,2746141,1,B,6,4,1,3515060
22470,8,1,Education,Others,Telecom,G,Manager,PG,Others,Economics,Did not do PHD,995998,1,A,5,3,0,1367306
22471,4,3,HR,Others,Insurance,K,Consultant,Doctorate,Botony,Botony,Others,1262996,0,D,2,0,0,1568641
22472,1,1,Marketing,Others,Analytics,M,Data Analyst,Grad,Others,Arts,Did not do PHD,429503,1,B,2,0,0,549763
22473,0,0,Fresher,Fresher,Fresher,Fresher,Fresher,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,0,0,Fresher,0,3,0,350862
22474,7,1,Healthcare,Bio statistician,Others,I,Data Analyst,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1175839,0,B,1,2,0,1469798
22475,6,3,Engineering,Others,Training,O,Medical Officer,PG,Botony,Botony,Did not do PHD,1109244,0,Key_Performer,2,1,0,1499697
22476,7,6,Banking,Sales Execituve,Analytics,I,Product Manager,Doctorate,Mathematics,Mathematics,Mathematics,2009398,1,Key_Performer,2,0,0,2925683
22477,19,16,Marketing,Business Analyst,Training,P,Research Analyst,PG,Psychology,Psychology,Did not do PHD,2575706,0,A,3,0,0,3348417
22478,11,5,Sales,Project Manager,Insurance,K,Web Designer,PG,Engineering,Engineering,Did not do PHD,2294122,0,A,6,1,0,2982358
22479,18,0,Banking,Scientist,Analytics,I,Web Designer,Grad,Economics,Economics,Did not do PHD,2599895,1,B,4,4,1,3327865
22480,19,9,Marketing,Others,Training,A,Medical Officer,Doctorate,Arts,Arts,Arts,3817810,0,B,5,0,0,5154043
22481,19,11,Analytics/BI,CEO,Aviation,D,Software Developer,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2499654,0,A,4,0,0,3124567
22482,3,3,Marketing,Sales Execituve,Retail,L,Web Designer,Doctorate,Economics,Economics,Economics,1065110,0,A,1,0,0,1437898
22483,4,1,Education,Business Analyst,BFSI,A,Research Analyst,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,620650,0,Key_Performer,4,3,0,806845
22484,18,14,Others,Analyst,IT,A,Software Developer,PG,Economics,Economics,Did not do PHD,3716713,1,Key_Performer,5,1,0,4906061
22485,11,5,Analytics/BI,Senior Researcher,Telecom,J,Research Scientist,PG,Zoology,Zoology,Did not do PHD,2112762,1,Key_Performer,3,1,0,2788845
22486,7,4,Banking,Sales Manager,Others,P,Consultant,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,972893,0,Key_Performer,5,2,0,1264760
22487,23,7,Marketing,Head,FMCG,C,Consultant,Doctorate,Others,Botony,Zoology,3929609,1,D,4,0,0,5061336
22488,25,5,Banking,Consultant,Aviation,F,Manager,Doctorate,Botony,Botony,Others,3609306,0,B,6,0,0,4872563
22489,15,11,Sales,Scientist,Retail,O,Assistant Manager,PG,Others,Statistics,Did not do PHD,1498796,0,C,3,1,0,1792560
22490,14,3,Education,Consultant,Others,M,Data Analyst,Doctorate,Arts,Arts,Arts,2216844,0,D,5,0,0,2753320
22491,17,7,Sales,Sales Execituve,IT,I,Sr.Manager,PG,Sociology,Sociology,Did not do PHD,3482147,0,A,5,1,0,4526791
22492,18,17,Others,Bio statistician,BFSI,F,Sr.Manager,Grad,Chemistry,Chemistry,Did not do PHD,2499268,0,A,6,0,0,3124085
22493,4,0,Analytics/BI,Analyst,FMCG,L,Scientist,Grad,Chemistry,Chemistry,Did not do PHD,547175,0,A,3,0,0,711327
22495,21,15,HR,Team Lead,Insurance,L,Marketing Manager,Grad,Arts,Arts,Did not do PHD,2306472,0,A,3,0,0,2883090
22496,6,1,Analytics/BI,Consultant,Training,E,Marketing Manager,PG,Statistics,Statistics,Did not do PHD,1342631,0,B,1,0,0,1745420
22497,1,0,HR,Sales Execituve,Telecom,L,Others,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,497165,0,D,2,0,0,571739
22498,10,4,Analytics/BI,CEO,IT,N,Product Manager,Doctorate,Economics,Economics,Economics,1777941,0,A,3,0,0,2400220
22499,25,25,Healthcare,Consultant,Others,D,Manager,Doctorate,Economics,Economics,Economics,3532714,1,Key_Performer,6,0,0,4945799
22500,10,2,Healthcare,CEO,Retail,K,Research Analyst,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1507799,0,A,2,2,0,1884748
22501,24,15,Analytics/BI,Data scientist,BFSI,P,Sr.Manager,Doctorate,Economics,Others,Others,2484152,0,D,6,0,1,3085316
22502,15,6,IT-Software,Bio statistician,Retail,M,Consultant,Doctorate,Statistics,Statistics,Statistics,1931192,0,A,5,0,0,2607109
22503,8,0,Engineering,Sales Execituve,IT,J,Network Engineer,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,882288,0,D,6,2,0,1014631
22504,16,7,Others,Team Lead,Others,G,Manager,Grad,Statistics,Statistics,Did not do PHD,2487440,1,D,2,0,0,2929209
22506,10,0,Others,Others,Analytics,G,Research Analyst,Grad,Sociology,Others,Did not do PHD,1864286,0,B,3,2,0,2330357
22507,14,6,Sales,Senior Researcher,Analytics,B,Manager,Grad,Arts,Arts,Did not do PHD,1894947,1,Key_Performer,5,0,0,2425532
22508,19,13,Engineering,Sales Execituve,Retail,B,Assistant Manager,Doctorate,Zoology,Zoology,Zoology,3161787,0,D,6,0,0,3926939
22509,9,7,Analytics/BI,Business Analyst,IT,D,CA,Grad,Statistics,Statistics,Did not do PHD,1303794,1,B,4,0,0,1668856
22510,6,1,Others,Sales Manager,FMCG,C,Web Designer,Grad,Mathematics,Mathematics,Did not do PHD,1049531,0,C,4,4,0,1206960
22511,23,1,Analytics/BI,Bio statistician,Retail,C,Consultant,PG,Chemistry,Chemistry,Did not do PHD,2540499,1,D,5,1,0,3085181
22512,12,12,Sales,Sales Manager,Automobile,G,Research Scientist,Doctorate,Psychology,Psychology,Psychology,1865734,0,D,6,0,0,2317241
22513,17,0,Banking,Project Manager,Analytics,H,Product Manager,Doctorate,Arts,Arts,Arts,3483855,1,Key_Performer,3,0,0,4877397
22514,21,15,HR,Senior Researcher,Insurance,L,Sr.Manager,Grad,Sociology,Sociology,Did not do PHD,2532913,1,Key_Performer,6,0,0,3242128
22515,19,1,Engineering,Consultant,Others,B,Manager,Grad,Zoology,Zoology,Did not do PHD,2720466,0,C,6,0,0,3128535
22517,14,1,Analytics/BI,CEO,Analytics,C,Others,Grad,Chemistry,Chemistry,Did not do PHD,1968674,0,A,5,0,0,2460842
22519,9,9,Top Management,Senior Analyst,Training,D,Research Analyst,PG,Others,Engineering,Did not do PHD,1265126,0,B,2,0,0,1644663
22520,14,4,IT-Software,Sales Execituve,Analytics,J,Marketing Manager,Grad,Mathematics,Mathematics,Did not do PHD,1826549,1,B,2,0,0,2337982
22521,23,5,Engineering,Others,Telecom,L,Data Analyst,Doctorate,Statistics,Statistics,Statistics,2262535,1,A,5,0,0,3167549
22522,2,0,Engineering,Scientist,IT,L,Manager,Grad,Economics,Others,Did not do PHD,537955,1,B,2,0,0,688582
22523,1,0,Marketing,Team Lead,Analytics,F,HR,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,478902,1,B,1,3,0,622572
22524,25,18,Banking,Others,FMCG,N,Medical Officer,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2726904,0,C,5,1,0,3135939
22526,3,0,Marketing,Others,BFSI,O,Scientist,Grad,Chemistry,Chemistry,Did not do PHD,674737,0,D,3,0,0,775947
22527,22,16,Banking,Consultant,Analytics,J,Web Designer,PG,Chemistry,Chemistry,Did not do PHD,2725008,0,C,6,0,0,3259109
22529,8,5,Education,Business Analyst,IT,A,HR,Doctorate,Zoology,Zoology,Zoology,1999036,0,A,6,0,0,2806646
22530,3,0,Accounts,Financial Analyst,Aviation,D,HR,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,551466,1,B,3,2,0,716905
22531,16,10,HR,Bio statistician,Insurance,F,Others,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1861460,1,A,4,2,0,2419898
22532,25,18,Banking,Head,Analytics,K,Research Analyst,Grad,Engineering,Engineering,Did not do PHD,2481236,0,B,5,0,0,3101545
22533,22,7,Banking,Senior Researcher,FMCG,A,Consultant,Grad,Sociology,Did not do PG,Did not do PHD,2355889,0,C,5,0,0,2709272
22534,20,18,IT-Software,Business Analyst,Aviation,I,Marketing Manager,PG,Others,Chemistry,Did not do PHD,3482391,0,C,6,1,0,4164939
22535,25,10,Education,Team Lead,Telecom,E,Others,PG,Others,Mathematics,Did not do PHD,1679545,1,A,5,1,0,2216999
22536,15,1,HR,Project Manager,Training,B,Sr.Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2190910,0,Key_Performer,2,3,0,2738637
22537,22,9,Healthcare,Business Analyst,BFSI,N,Assistant Manager,PG,Botony,Botony,Did not do PHD,3307125,0,D,5,1,0,3955321
22538,23,9,IT-Software,Consultant,FMCG,I,Product Manager,Doctorate,Statistics,Statistics,Statistics,2565111,0,C,2,0,0,3185867
22539,22,20,Analytics/BI,Analyst,Others,A,Sr.Manager,Doctorate,Chemistry,Chemistry,Chemistry,2421957,1,B,6,0,0,3390739
22540,11,8,Education,Head,Automobile,C,Product Manager,Doctorate,Engineering,Engineering,Engineering,1520419,1,B,2,0,0,2128586
22541,6,4,Education,Analyst,FMCG,C,Consultant,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,863734,0,C,6,1,0,993294
22542,7,2,Engineering,Consultant,Training,I,Data Analyst,PG,Botony,Botony,Did not do PHD,1376060,0,A,3,1,0,1860433
22543,3,2,HR,Sales Execituve,Automobile,B,Product Manager,Doctorate,Psychology,Psychology,Psychology,1154854,0,B,1,0,0,1559052
22544,16,10,Analytics/BI,Scientist,Others,K,Data Analyst,PG,Engineering,Engineering,Did not do PHD,3317647,0,D,5,1,1,3967905
22546,17,16,Top Management,Consultant,FMCG,A,Assistant Manager,PG,Chemistry,Chemistry,Did not do PHD,2859737,0,B,6,1,0,3717658
22547,16,6,Healthcare,Others,Telecom,K,Marketing Manager,Grad,Economics,Economics,Did not do PHD,2486201,1,D,5,0,0,2927750
22548,16,5,Education,CEO,BFSI,M,Others,PG,Psychology,Psychology,Did not do PHD,2201446,0,D,2,1,1,2632929
22549,18,0,Marketing,Consultant,Telecom,A,Web Designer,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2674541,1,Key_Performer,4,0,0,3476903
22550,14,1,Analytics/BI,CEO,Training,P,Marketing Manager,PG,Zoology,Zoology,Did not do PHD,1588357,0,D,5,0,0,1899674
22551,20,18,IT-Software,Others,Automobile,F,Product Manager,Grad,Statistics,Statistics,Did not do PHD,2502617,1,Key_Performer,3,0,0,3203349
22552,13,9,Engineering,Financial Analyst,Retail,N,Assistant Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1271003,1,B,4,3,0,1652303
22554,12,8,Analytics/BI,CEO,BFSI,P,Network Engineer,Grad,Chemistry,Chemistry,Did not do PHD,1839344,0,C,5,1,1,2115245
22555,17,2,Education,Sales Execituve,FMCG,H,Marketing Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2756714,1,A,2,3,0,3583728
22556,24,10,Top Management,Senior Researcher,BFSI,H,HR,PG,Sociology,Sociology,Did not do PHD,2802026,0,A,5,0,0,3642633
22557,5,1,Healthcare,Project Manager,Others,D,Medical Officer,Grad,Psychology,Psychology,Did not do PHD,567641,0,B,4,0,0,709551
22558,21,14,IT-Software,Business Analyst,Insurance,C,Network Engineer,Doctorate,Engineering,Engineering,Engineering,3144880,1,Key_Performer,4,0,0,4402832
22559,13,12,Accounts,Analyst,Automobile,E,Assistant Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1360968,1,B,5,3,0,1769258
22560,10,0,Accounts,Sales Execituve,Others,N,Web Designer,Doctorate,Mathematics,Mathematics,Mathematics,1818394,1,B,5,0,0,2545751
22561,11,10,Healthcare,Others,Automobile,P,Director,PG,Chemistry,Chemistry,Did not do PHD,2367243,1,D,2,1,0,2874779
